review_id,article_id,media_id,uid,size,ratings,title,article,ptime
187628,12731321,22718131,282434298,1,2.0,吹神作什么的就不要搞笑了好吗,前几集看着还行，有种耳目一新的感觉，但越到后面越淡，渐渐的失去了追番的动力唯一的优点就是特效华丽，其他的根本没得看打斗场面太苍白，完全靠特效撑起来，内容太少，好像小学是写流水账作文一样炭治郎全家被鬼杀就剩个妹妹，按理说见到鬼不直接杀了？还隔那里亚萨西？感觉在把我的智商按在地上摩擦，看着有那么一点点恶心随时都可以搞笑卖萌，前一秒挺严肃的后一秒猪头和黄头发就开始了，每次看到这里我都忍不住快进，尴尬的要死弹幕更是没得看，恶心人就完了，什么**宝贝，什么**好可爱，各种带颜色的弹幕挡在中间，我差点以为我,2021-8-18
177456,11592474,22718131,522840915,1,3.0,真就只是花钱砸的,____________________________________（以上为修改分割线）真的不知道为什么那么多在那人刷什么十九集封神，现在神作门槛这么低的吗？我是原速看完的，漫画也追完了，也就前期还可以一点点，到了后面花街篇过完才五话左右的样子就锻刀村了，越到后期节奏越快，脑子根本不够用还有三个主角的设定真的很无语，一个是传到自己这代垮掉的日呼后代，一个是有天赋和没天赋的化身，一个是野猪养大的毛小子。先是炭子，他家是日呼继承的，但是他家除了炭子没有任何一个出去杀鬼，这就很离谱了，尼玛的一家都,2021-6-5
194479,13511705,22718131,35819514,1,5.0,为鬼灭献上祝福,我是动漫入坑的，说实话它最火的那段时间我没有看，因为也没有什么空。大概是在年初才各种巧合下去看了记得好像是一个夜晚，打开b站，我都不知道是怎么找出鬼灭来的，就点开了，不得不说开篇就被吸引了，这画质这配音太顶了，瞧瞧这画面，<吹爆好吗>特别是夜晚，四周一片寂静，带上耳机那简直是一种享受，第一集炭志郎回家那段配乐，家人惨遭毒手的画面(太血腥了就不放图了)震撼到我了，炭志郎的反应我也很喜欢(有一说一，炭志郎简直太好，从他到镇上卖炭与居民的互动就可以看出来他有多招人喜欢，很且很受信赖，后面我补完漫画，这,2021-10-9
194416,13500886,22718131,34435856,1,4.0,这样的动画成为热门，是好事,我看完的第67部动画。TV动画2019年的数据霸权，剧场版创下日本史上最高票房纪录，《鬼灭之刃》被一些人说是德不配位，但是我不以为意。动画质量与动画的热度本就顶多是正相关的关系，更何况暴死的佳作比比皆是，每季度的异世界动画总能有很高人气。在这样的环境下，2019年的年度霸权至少是一部制作精良、剧情还不错的动画，因为它而怀疑大众审美有问题还是太过了。《鬼灭之刃》的制作自然是好的，ufotable本身就是一个有优秀人才的公司，而他们在《鬼灭之刃》上也倾注了许多努力。挑第19集来说，阿部望的精彩作画让,2021-10-8
75846,3685811,22718131,2595237,1,5.0,为鬼灭之刃干杯！！,完结撒花！！先在这给您表演一个吹爆鬼灭之刃——咳咳，这部动画真的是今年为止的新番中我最喜欢的番剧，我大概是在动画连载到16集的时候入坑的，一天肝完16集之后立马去找了漫画，然后通宵把漫画一口气追平，当时我记得连载到emmmm哪了来着……之后追更原本因为看过了漫画的缘故稍微降低了期待值，但是19集飞碟社超神回发挥得太漂亮了，大大超出预期，当时的感受就是鸡皮疙瘩集体起立，音乐搭配花江的配音，燃得人头皮发麻，称得上是又爽又感动了。目前为止，第一季共26集全部放送，那田蜘蛛山篇结束，随即飞碟社又放出无限,2019-9-30
193662,13416819,22718131,516704860,1,3.0,个人认为不是多数人所说的神作，以下内容相当主观,过了好久回来补个评价，下面全是自己的无脑看法，毫无顺序。这部番被捧得太高了，一些有笑料的片段说实话有点尬。画风有点偏低龄了，像大头娃娃一类的，和杀鬼这一氛围很不搭。动画的制作水准确实很高，但和笑料那部分一样炭治郎使出日之呼吸那时候总感觉get不到燃点，很奇怪的感觉。动漫中确实有不少名场面和有意思的梗，但因为那段时间涌现了一大堆此类的低创视频，我作为一个补番的观众，看到这些点时也没有多少反应，甚至想跳。很多人说鬼灭怎么怎么好，我对于这种言论是很抵触的，因为就我而言看下来没有很多那种看龙珠等经典热血,2021-10-2
184356,12370201,22718131,645893047,1,5.0,说说鬼灭的缺点把,个人文采不怎么好，而且那些赞美鬼灭的华丽辞藻别人也已经说了，我再说显得就没意思了，所以就不多赘述了，这个长评主要是说一下我个人认为鬼灭不足之处。        首先，个人认为鬼灭的节奏有点快了，从灶门一家被灭门到无惨领便当才200集，看的不是很过瘾，如果能加长到250-300集，我认为就再好不过了。        其二，无惨的形象往好听了说不丰满，鳄鱼在鬼灭里面只写了无惨的反面形象却没有一丁点的其他形象，人物过于扁平化。你看到的无惨的形象永远是反面的，本人理想也庸俗到与卡兹相提并论,2021-7-28
192991,13327912,22718131,333322096,1,5.0,第二季快出前的一点感想,今天刚好看到关于第二季可能op和ed的消息，分别由LiSA和Aimer演唱，有感而发鬼灭之刃可以说是我第一部正经地从pv，第一集，一部部追到最后一集的番剧。当时没看过它的漫画，但被pv的雪景和LiSA演唱的oped吸引了（说来冰海战记也是因为Aimer），两位歌手都出道十周年了，专辑支持我还记得前几集一直被诟病心理描写过多，原地不动瞎比比，劝退了相当一部分人不过其实只是为了丰富细节前期我有一集印象很深刻锖兔和炭治郎打斗的那段，很有格斗游戏的风格，哐哐打铁很爽之后剧情一路高歌当时高中毕业中途去日本,2021-9-25
193026,13332031,22718131,7192297,1,5.0,非典型少年漫,*如果您的观点与我不一样，不必特地回复我。*会举一些其他动漫的例子，但没有踩一捧一的意思。*会引用一些其他人的观点（主要是泛式的），感谢。为什么说鬼灭之刃是非典型少年漫？说在前面，其实我没有看过很多少年漫.jpg鳄鱼老师的叙事方式和一般少年漫是相反的，仅看动漫就可以发现，前几集都是以炭治郎为中心讲述故事，第一季中期出现善逸、伊之助（也可以理解为主角三人组），第一季后期才出现鬼杀队大本营和柱等人。炭治郎的成长线比较单薄但也很直接，一般少年漫都是主打友情、梦想，但是鬼灭主打的是亲情。而且少年漫给人的,2021-9-25
192541,13264540,22718131,22959256,1,5.0,关于鬼灭的制作,个人觉得鬼灭这部番还是很棒的，五分确实很值，当然鬼灭火的同时也会出现有黑与盲目粉，这点我也不可置否，当然首先针对长评里的一些一星评论稍微做一些反驳，若不喜欢鬼灭而感到不适的，现在就可以退出。首先，有人说主角灶门炭治郎的思想有问题，一边杀鬼一边同情鬼，觉得这很弱智。你要这么想，我只能说你只看到表面，因为这部番也有解释，或者从一开始灶门祢豆子变成鬼这里已经充分说明了，鬼都是人变的，而后面义勇出现也有解释，当人变成鬼之后会失去理智，而他们所做的一切可能并不是他们原来的意愿，只是在变成鬼后就失去了自我，,2021-9-20
61422,0,22718131,424873071,0,5.0,,因为这部番入坑的举爪,2021-10-1
75753,0,22718131,8685702,0,5.0,,19集大受震撼,2021-10-2
61444,0,22718131,35819514,0,5.0,,鬼灭之刃给人最纯粹的享受，犹如当年看龙珠一般,2021-10-9
98126,0,22718131,486469600,0,5.0,,很喜欢鬼灭之刃，人物鲜活有特点，善恶都有两面，故事生动有趣。也通过回忆的方法证明了亲情是世间在美好的情，亲人之间的各种羁绊，都是难舍难分的。,2021-10-9
61431,0,22718131,548942393,0,5.0,,大哥永远不会输,2021-10-9
91083,0,22718131,693472043,0,5.0,,OK,2021-10-9
186594,0,22718131,333766697,0,5.0,,非常好看！,2021-10-9
127161,0,22718131,224680919,0,5.0,,人物塑造，剧情节奏，还有作画和音乐都是满分，难忘，期待下一篇章,2021-10-9
137874,0,22718131,42536814,0,5.0,,超级好看阿！！！！！！,2021-10-9
191717,0,22718131,523366219,0,5.0,,最爱的热血番，没有之一！,2021-10-9
187628,0,22718131,405883009,0,5.0,,没评分来评一下。第二季快出来吧！(oﾟ▽ﾟ)ノ,2021-10-8
177456,0,22718131,323345207,0,5.0,,明天xdm,2020-12-6
194479,0,22718131,663882416,0,5.0,,也太好看了吧,2021-10-9
194416,0,22718131,472697027,0,5.0,,好希望这番不是季番，直接做成长篇,2021-10-9
75846,0,22718131,694533845,0,5.0,,第二季搞快点,2021-10-8
193662,0,22718131,305065139,0,5.0,,典中典,2021-10-8
184356,0,22718131,32198061,0,5.0,,太棒了，太好看了,2021-10-8
192991,0,22718131,16505499,0,5.0,,非常推荐！！！！！！,2021-10-8
193026,0,22718131,383808528,0,4.0,,听好看的,2021-10-8
192541,0,22718131,13362449,0,5.0,,坐等第二季,2021-10-8
